message length (char), 200
random seed used, 665
prime one length (bin digits), prime two length (bin digits), modulus - n length (bin Digits, phi(n) length (bin digits), encryption time (seconds), decryption time (seconds)
524, 361, 884, 884,0.229597, 0.160566
396, 513, 908, 908,0.180148, 0.232068
442, 426, 867, 867,0.18358, 0.176026
344, 612, 955, 955,0.174237, 0.304341
628, 583, 1210, 1210,0.496142, 0.460863
537, 520, 1056, 1056,0.326109, 0.314245
418, 481, 898, 898,0.185842, 0.213446
654, 347, 1000, 1000,0.359542, 0.190345
515, 448, 962, 962,0.263503, 0.229488
382, 471, 852, 852,0.154934, 0.192213
565, 441, 1005, 1005,0.312619, 0.246218
574, 432, 1005, 1005,0.314348, 0.239582
462, 414, 875, 875,0.196411, 0.177294
533, 435, 967, 967,0.276679, 0.22714
636, 511, 1146, 1146,0.457337, 0.364833
403, 370, 772, 772,0.137176, 0.125002
507, 373, 879, 879,0.216147, 0.159775
554, 428, 981, 981,0.29449, 0.226697
371, 345, 715, 715,0.108875, 0.102176
548, 537, 1084, 1084,0.353016, 0.343771
628, 443, 1070, 1070,0.392343, 0.275329
642, 635, 1276, 1276,0.560121, 0.553763
631, 537, 1167, 1167,0.465214, 0.396136
506, 358, 863, 863,0.208101, 0.147046
531, 569, 1099, 1099,0.351172, 0.374114
536, 348, 883, 883,0.231577, 0.151513
661, 456, 1116, 1116,0.449402, 0.312433
635, 426, 1060, 1060,0.392028, 0.261073
589, 660, 1248, 1248,0.490301, 0.547666
593, 577, 1169, 1169,0.436491, 0.426909
569, 385, 953, 953,0.283471, 0.191799
551, 386, 936, 936,0.268571, 0.188177
516, 364, 879, 879,0.220139, 0.153673
583, 419, 1001, 1001,0.323381, 0.23164
369, 404, 772, 772,0.126103, 0.137565
395, 387, 781, 781,0.134837, 0.131572
450, 583, 1032, 1032,0.261275, 0.341555
513, 537, 1049, 1049,0.309395, 0.32529
388, 589, 976, 976,0.202982, 0.307025
625, 408, 1032, 1032,0.368677, 0.239558
537, 613, 1149, 1149,0.383606, 0.438438
472, 537, 1008, 1008,0.264796, 0.299258
629, 568, 1196, 1196,0.486451, 0.441286
465, 618, 1082, 1082,0.298069, 0.396206
577, 362, 938, 938,0.281075, 0.178768
529, 610, 1138, 1138,0.372627, 0.426459
653, 665, 1317, 1317,0.607541, 0.621582
560, 628, 1187, 1187,0.429356, 0.479426
658, 343, 1000, 1000,0.363888, 0.191392
639, 391, 1029, 1029,0.370424, 0.22698
355, 477, 831, 831,0.136852, 0.184467
371, 341, 711, 711,0.108013, 0.0996431
513, 607, 1119, 1119,0.343908, 0.409389
380, 456, 835, 835,0.147959, 0.177776
518, 660, 1177, 1177,0.388548, 0.494796
462, 428, 889, 889,0.202006, 0.189037
497, 390, 886, 886,0.217553, 0.171094
573, 467, 1039, 1039,0.343452, 0.341068
582, 599, 1180, 1180,0.451811, 0.456351
370, 417, 786, 786,0.129093, 0.14567
364, 338, 701, 701,0.101387, 0.0949839
465, 557, 1021, 1021,0.271987, 0.32879
462, 383, 844, 844,0.185952, 0.153377
334, 399, 732, 732,0.103689, 0.122457
398, 403, 800, 800,0.144174, 0.147694
495, 432, 926, 926,0.239353, 0.21395
617, 552, 1168, 1168,0.461492, 0.406443
448, 538, 985, 985,0.242285, 0.288527
355, 646, 1000, 1000,0.200618, 0.355606
474, 365, 838, 838,0.211572, 0.147023
398, 339, 736, 736,0.121404, 0.105502
588, 618, 1205, 1205,0.463925, 0.499443
556, 653, 1208, 1208,0.442085, 0.517741
342, 391, 732, 732,0.104305, 0.11784
376, 642, 1017, 1017,0.215504, 0.366961
348, 419, 766, 766,0.11618, 0.137873
502, 419, 920, 920,0.240045, 0.199067
495, 523, 1017, 1017,0.283605, 0.322391
380, 666, 1045, 1045,0.229381, 0.413461
477, 527, 1003, 1003,0.269742, 0.29759
413, 527, 939, 939,0.208, 0.263155
346, 412, 757, 757,0.116005, 0.137391
584, 385, 968, 968,0.30057, 0.201626
337, 336, 672, 672,0.086225, 0.0888134
363, 571, 933, 933,0.177366, 0.275767
442, 344, 785, 785,0.15213, 0.119288
647, 537, 1183, 1183,0.487776, 0.403722
347, 491, 837, 837,0.137329, 0.191212
343, 537, 879, 879,0.148591, 0.229599
506, 556, 1061, 1061,0.313913, 0.343519
647, 384, 1030, 1030,0.380133, 0.225932
636, 343, 978, 978,0.33654, 0.181515
484, 401, 884, 884,0.212448, 0.17667
639, 567, 1205, 1205,0.498961, 0.447543
385, 582, 966, 966,0.198641, 0.301037
417, 505, 921, 921,0.194786, 0.236813
586, 395, 980, 980,0.308078, 0.211769
343, 623, 965, 965,0.178533, 0.321588
520, 598, 1117, 1117,0.350322, 0.402454
601, 597, 1197, 1197,0.462038, 0.459131
592, 576, 1167, 1167,0.435695, 0.422263
527, 344, 870, 870,0.222823, 0.146617
574, 418, 991, 991,0.305862, 0.224556
662, 485, 1146, 1146,0.469398, 0.342935
399, 563, 961, 961,0.201956, 0.280055
523, 379, 901, 901,0.236101, 0.17209
610, 553, 1162, 1162,0.44333, 0.406017
409, 429, 837, 837,0.160741, 0.169419
431, 378, 808, 808,0.159698, 0.139979
414, 475, 888, 888,0.183135, 0.207005
586, 459, 1044, 1044,0.348281, 0.274775
493, 658, 1150, 1150,0.351704, 0.47139
599, 387, 985, 985,0.322748, 0.207303
461, 381, 841, 841,0.181892, 0.152968
586, 469, 1054, 1054,0.352394, 0.282394
583, 353, 935, 935,0.284098, 0.173119
542, 476, 1017, 1017,0.309234, 0.27076
432, 429, 860, 860,0.175949, 0.17429
339, 579, 917, 917,0.15741, 0.269689
363, 513, 875, 875,0.156271, 0.218678
624, 350, 973, 973,0.32001, 0.181914
475, 421, 895, 895,0.208706, 0.185844
610, 632, 1241, 1241,0.506988, 0.525404
589, 647, 1235, 1235,0.486693, 0.534782
497, 417, 913, 913,0.228078, 0.190699
399, 486, 884, 884,0.176076, 0.213239
351, 578, 928, 928,0.16714, 0.270974
465, 469, 933, 933,0.225571, 0.226011
344, 574, 917, 917,0.160905, 0.267286
438, 610, 1047, 1047,0.26361, 0.367955
380, 621, 1000, 1000,0.209784, 0.341929
351, 647, 997, 997,0.19463, 0.35573
562, 347, 908, 908,0.255021, 0.157293
445, 371, 815, 815,0.165258, 0.137835
343, 633, 975, 975,0.181726, 0.330952
505, 632, 1136, 1136,0.355231, 0.437906
664, 623, 1286, 1286,0.588232, 0.554925
410, 338, 747, 747,0.131104, 0.107551
641, 480, 1120, 1120,0.432992, 0.32493
344, 371, 714, 714,0.101571, 0.108039
463, 344, 806, 806,0.170334, 0.126076
397, 342, 738, 738,0.122771, 0.104773
415, 507, 921, 921,0.193766, 0.236569
367, 455, 821, 821,0.140527, 0.172523
347, 355, 701, 701,0.0974336, 0.099504
563, 527, 1089, 1089,0.35852, 0.335309
527, 425, 951, 951,0.263397, 0.215085
484, 336, 819, 819,0.194205, 0.129776
422, 516, 937, 937,0.21443, 0.253066
639, 467, 1105, 1105,0.419824, 0.310063
604, 589, 1192, 1192,0.466374, 0.453658
661, 579, 1239, 1239,0.548869, 0.481899
391, 533, 923, 923,0.185712, 0.251782
622, 342, 963, 963,0.318694, 0.175501
433, 365, 797, 797,0.154959, 0.130821
585, 452, 1036, 1036,0.341045, 0.264756
419, 340, 758, 758,0.137392, 0.112221
556, 583, 1138, 1138,0.390829, 0.412044
546, 624, 1169, 1169,0.400618, 0.457836
397, 384, 780, 780,0.134579, 0.131553
366, 507, 872, 872,0.156083, 0.21503
386, 407, 792, 792,0.136008, 0.1426
467, 338, 804, 804,0.171125, 0.124353
562, 531, 1092, 1092,0.368086, 0.348195
515, 662, 1176, 1176,0.386326, 0.493467
563, 337, 899, 899,0.25359, 0.151808
619, 447, 1065, 1065,0.385126, 0.280929
518, 589, 1106, 1106,0.348438, 0.39536
466, 378, 843, 843,0.184636, 0.150776
337, 374, 710, 710,0.0978564, 0.108189
569, 513, 1081, 1081,0.362458, 0.327566
467, 377, 843, 843,0.186126, 0.149662
572, 577, 1148, 1148,0.406485, 0.410638
552, 467, 1018, 1018,0.312475, 0.263871
470, 495, 964, 964,0.243614, 0.25527
425, 540, 964, 964,0.220632, 0.277385
380, 348, 727, 727,0.116669, 0.105629
560, 515, 1074, 1074,0.354222, 0.324418
468, 664, 1131, 1131,0.326514, 0.462098
488, 432, 919, 919,0.228475, 0.201624
415, 348, 762, 762,0.136797, 0.115438
430, 429, 858, 858,0.175872, 0.175972
599, 592, 1190, 1190,0.460278, 0.453015
448, 451, 898, 898,0.197028, 0.199795
474, 344, 817, 817,0.175419, 0.12819
482, 515, 996, 996,0.271786, 0.284911
396, 467, 862, 862,0.164815, 0.192309
344, 493, 836, 836,0.137656, 0.19282
548, 472, 1019, 1019,0.311768, 0.269645
398, 577, 974, 974,0.207782, 0.301828
348, 569, 916, 916,0.163214, 0.264892
434, 613, 1046, 1046,0.264344, 0.367421
558, 472, 1029, 1029,0.325713, 0.276755
475, 472, 946, 946,0.23332, 0.230829
457, 611, 1067, 1067,0.285772, 0.378066
421, 344, 764, 764,0.139457, 0.114558
640, 604, 1243, 1243,0.529999, 0.501599
336, 547, 882, 882,0.145065, 0.236584
389, 454, 842, 842,0.153771, 0.180996
560, 466, 1025, 1025,0.317428, 0.265291
432, 421, 852, 852,0.174863, 0.170088
353, 448, 800, 800,0.126501, 0.159021
472, 447, 918, 918,0.220328, 0.20627
577, 461, 1037, 1037,0.340131, 0.272023
494, 517, 1010, 1010,0.280096, 0.291392
419, 633, 1051, 1051,0.25463, 0.381104
659, 654, 1312, 1312,0.601886, 0.600448
371, 340, 710, 710,0.108699, 0.099221
525, 433, 957, 957,0.263842, 0.217485
533, 361, 893, 893,0.23469, 0.159568
426, 414, 839, 839,0.167284, 0.164412
478, 592, 1069, 1069,0.297965, 0.367617
541, 442, 982, 982,0.287044, 0.236842
386, 662, 1047, 1047,0.232531, 0.395585
592, 342, 933, 933,0.285737, 0.165097
466, 620, 1085, 1085,0.298667, 0.39373
476, 526, 1001, 1001,0.2629, 0.289402
584, 607, 1190, 1190,0.449912, 0.467297
512, 351, 862, 862,0.207371, 0.14347
646, 556, 1201, 1201,0.500921, 0.430103
654, 374, 1027, 1027,0.381974, 0.219542
527, 642, 1168, 1168,0.388371, 0.472843
345, 370, 714, 714,0.100877, 0.107624
465, 577, 1041, 1041,0.276216, 0.341659
415, 578, 992, 992,0.221967, 0.310068
521, 448, 968, 968,0.271149, 0.233549
401, 551, 951, 951,0.201919, 0.275082
401, 349, 749, 749,0.12759, 0.110983
380, 411, 790, 790,0.136529, 0.145667
511, 364, 874, 874,0.216371, 0.153419
589, 658, 1246, 1246,0.485394, 0.545936
556, 448, 1003, 1003,0.309918, 0.248382
533, 591, 1123, 1123,0.367713, 0.406404
554, 372, 925, 925,0.260875, 0.17777
607, 653, 1259, 1259,0.513474, 0.554865
556, 599, 1154, 1154,0.400749, 0.431592
604, 499, 1102, 1102,0.399247, 0.330222
664, 361, 1024, 1024,0.375109, 0.206481
531, 343, 873, 873,0.224421, 0.145632
452, 408, 859, 859,0.185911, 0.165902
636, 428, 1063, 1063,0.394997, 0.268224
447, 518, 964, 964,0.231587, 0.266132
397, 606, 1002, 1002,0.221316, 0.333149
350, 505, 854, 854,0.143774, 0.204935
485, 521, 1005, 1005,0.269434, 0.290224
501, 459, 959, 959,0.251113, 0.229889
561, 395, 955, 955,0.280278, 0.199578
363, 519, 881, 881,0.155567, 0.220506
384, 340, 723, 723,0.11583, 0.103024
439, 420, 858, 858,0.179319, 0.171868
401, 626, 1026, 1026,0.231979, 0.358662
593, 577, 1169, 1169,0.435828, 0.422295
515, 463, 977, 977,0.269373, 0.243255
388, 526, 913, 913,0.179621, 0.239376
480, 437, 916, 916,0.223682, 0.202412
365, 343, 707, 707,0.105086, 0.0986123
461, 378, 838, 838,0.182424, 0.149056
514, 469, 982, 982,0.274907, 0.252671
546, 419, 964, 964,0.278334, 0.215372
456, 428, 883, 883,0.198809, 0.186931
394, 565, 958, 958,0.199257, 0.283318
513, 537, 1049, 1049,0.30886, 0.323097
384, 448, 831, 831,0.147953, 0.170479
392, 409, 800, 800,0.139437, 0.144913
367, 437, 803, 803,0.133365, 0.157542
384, 506, 889, 889,0.169119, 0.223299
474, 557, 1030, 1030,0.281164, 0.32775
585, 460, 1044, 1044,0.347756, 0.277106
456, 387, 842, 842,0.180783, 0.153171
602, 370, 971, 971,0.313551, 0.193735
523, 563, 1085, 1085,0.335179, 0.358395
419, 384, 802, 802,0.151624, 0.140268
419, 538, 956, 956,0.210717, 0.268128
448, 528, 975, 975,0.233476, 0.275047
376, 483, 858, 858,0.155888, 0.19951
644, 366, 1009, 1009,0.355441, 0.203513
346, 382, 727, 727,0.106735, 0.11631
422, 399, 820, 820,0.159944, 0.151756
388, 465, 852, 852,0.15838, 0.189288
473, 432, 904, 904,0.225102, 0.201715
346, 395, 740, 740,0.109856, 0.125101
524, 362, 885, 885,0.228509, 0.15994
429, 458, 886, 886,0.186502, 0.198189
519, 556, 1074, 1074,0.326424, 0.348497
531, 562, 1092, 1092,0.346537, 0.369296
478, 351, 828, 828,0.181865, 0.13487
576, 536, 1111, 1111,0.386259, 0.360403
386, 448, 833, 833,0.145817, 0.168513
385, 406, 790, 790,0.137281, 0.143607
370, 645, 1014, 1014,0.210261, 0.36613
391, 536, 926, 926,0.184392, 0.25128
651, 371, 1021, 1021,0.370381, 0.210837
337, 502, 838, 838,0.135527, 0.198154
400, 607, 1006, 1006,0.222661, 0.335046
646, 662, 1307, 1307,0.591103, 0.604475
466, 437, 902, 902,0.211532, 0.196976
482, 455, 936, 936,0.233176, 0.220162
556, 375, 930, 930,0.262486, 0.17969
452, 422, 873, 873,0.192644, 0.180086
401, 513, 913, 913,0.184046, 0.235096
483, 433, 915, 915,0.225939, 0.200924
595, 425, 1019, 1019,0.335443, 0.242842
404, 460, 863, 863,0.164935, 0.188715
502, 583, 1084, 1084,0.321864, 0.374867
606, 458, 1063, 1063,0.374981, 0.282876
370, 470, 839, 839,0.147196, 0.185715
513, 338, 850, 850,0.206816, 0.135853
377, 490, 866, 866,0.15841, 0.203669
340, 539, 878, 878,0.147203, 0.227395
587, 593, 1179, 1179,0.438474, 0.444305
598, 520, 1117, 1117,0.403267, 0.350611
477, 584, 1060, 1060,0.295052, 0.363042
604, 548, 1151, 1151,0.432222, 0.38894
469, 568, 1036, 1036,0.276093, 0.332335
380, 485, 864, 864,0.156478, 0.199093
663, 496, 1158, 1158,0.485297, 0.364569
434, 579, 1012, 1012,0.247136, 0.325912
421, 617, 1037, 1037,0.246459, 0.361121
513, 454, 966, 966,0.262152, 0.234264
337, 617, 953, 953,0.169319, 0.307322
627, 447, 1073, 1073,0.392691, 0.277927
413, 391, 803, 803,0.149889, 0.141885
610, 437, 1046, 1046,0.363505, 0.261765
441, 662, 1102, 1102,0.292643, 0.434992
500, 420, 919, 919,0.23255, 0.195575
433, 604, 1036, 1036,0.254782, 0.354453
482, 519, 1000, 1000,0.266274, 0.286258
476, 592, 1067, 1067,0.295486, 0.36698
435, 530, 964, 964,0.225349, 0.272769
338, 452, 789, 789,0.118721, 0.158742
586, 344, 929, 929,0.271338, 0.163398
565, 392, 956, 956,0.282279, 0.196013
469, 340, 808, 808,0.174202, 0.124539
388, 582, 969, 969,0.202365, 0.298527
574, 450, 1023, 1023,0.326123, 0.256418
577, 450, 1026, 1026,0.334171, 0.25962
513, 343, 855, 855,0.211147, 0.144081
338, 496, 833, 833,0.130177, 0.189669
627, 484, 1110, 1110,0.422065, 0.324301
385, 394, 778, 778,0.131297, 0.134282
448, 518, 965, 965,0.23183, 0.266757
421, 428, 848, 848,0.166709, 0.168907
540, 473, 1012, 1012,0.305877, 0.265738
470, 578, 1047, 1047,0.285151, 0.34815
442, 507, 948, 948,0.222277, 0.253888
389, 419, 807, 807,0.142202, 0.15303
369, 413, 781, 781,0.127271, 0.141728
450, 421, 870, 870,0.189875, 0.177838
394, 421, 814, 814,0.146946, 0.154955
491, 474, 964, 964,0.25151, 0.243863
340, 371, 710, 710,0.0995225, 0.108314
344, 604, 947, 947,0.170218, 0.297264
465, 464, 928, 928,0.218412, 0.21937
628, 657, 1284, 1284,0.559326, 0.580267
488, 466, 953, 953,0.243587, 0.23381
388, 408, 795, 795,0.137734, 0.14304
408, 606, 1013, 1013,0.231764, 0.342031
664, 619, 1282, 1282,0.586613, 0.542627
342, 436, 777, 777,0.116811, 0.148424
467, 629, 1095, 1095,0.305144, 0.410459
552, 598, 1149, 1149,0.392474, 0.425538
418, 506, 923, 923,0.196917, 0.236906
467, 347, 813, 813,0.17247, 0.128302
454, 615, 1068, 1068,0.282707, 0.379212
438, 545, 982, 982,0.234663, 0.289403
455, 386, 840, 840,0.180348, 0.152149
593, 551, 1143, 1143,0.421924, 0.395356
472, 578, 1049, 1049,0.285535, 0.348049
649, 433, 1081, 1081,0.411567, 0.276212
579, 615, 1193, 1193,0.445621, 0.471661
429, 340, 768, 768,0.142203, 0.113583
495, 647, 1141, 1141,0.352241, 0.458818
462, 358, 819, 819,0.173804, 0.134718
496, 589, 1084, 1084,0.317561, 0.376169
469, 470, 938, 938,0.225961, 0.227686
558, 503, 1060, 1060,0.345214, 0.309069
595, 640, 1234, 1234,0.486675, 0.52389
662, 533, 1194, 1194,0.50732, 0.411355
432, 485, 916, 916,0.200474, 0.225104
424, 418, 841, 841,0.16709, 0.165456
449, 461, 909, 909,0.203734, 0.208416
528, 574, 1101, 1101,0.347525, 0.3761
377, 354, 730, 730,0.114653, 0.108412
533, 441, 973, 973,0.278249, 0.231436
537, 418, 954, 954,0.269077, 0.209331
421, 542, 962, 962,0.217213, 0.275948
647, 407, 1053, 1053,0.392727, 0.246405
395, 533, 927, 927,0.188287, 0.251362
524, 654, 1177, 1177,0.39305, 0.492026
464, 381, 844, 844,0.185623, 0.1519
413, 495, 907, 907,0.188897, 0.225175
387, 384, 770, 770,0.12817, 0.127531
394, 388, 781, 781,0.13541, 0.132865
421, 472, 892, 892,0.184071, 0.206257
433, 537, 969, 969,0.22506, 0.27755
521, 536, 1056, 1056,0.315462, 0.322894
549, 391, 939, 939,0.266524, 0.18937
459, 461, 919, 919,0.213377, 0.212989
604, 387, 990, 990,0.324715, 0.207818
509, 617, 1125, 1125,0.351104, 0.422966
420, 411, 830, 830,0.160119, 0.154906
351, 498, 848, 848,0.141793, 0.196707
398, 417, 814, 814,0.149547, 0.153766
589, 664, 1252, 1252,0.500057, 0.596154
551, 339, 889, 889,0.244087, 0.150068
636, 604, 1239, 1239,0.527361, 0.500806
620, 513, 1132, 1132,0.429348, 0.357546
501, 464, 964, 964,0.257943, 0.239364
498, 605, 1102, 1102,0.330359, 0.399776
562, 505, 1066, 1066,0.350322, 0.316659
514, 385, 898, 898,0.228827, 0.170615
387, 496, 882, 882,0.166256, 0.214322
663, 483, 1145, 1145,0.472499, 0.34344
494, 457, 950, 950,0.247484, 0.227657
353, 560, 912, 912,0.162739, 0.252455
628, 550, 1177, 1177,0.465967, 0.41279
370, 636, 1005, 1005,0.205784, 0.351526
476, 401, 876, 876,0.202086, 0.170487
556, 375, 930, 930,0.266291, 0.179981
610, 558, 1167, 1167,0.448989, 0.409872
388, 485, 872, 872,0.166665, 0.205872
646, 629, 1274, 1274,0.564551, 0.546997
499, 342, 840, 840,0.198465, 0.135414
464, 436, 899, 899,0.20777, 0.194273
339, 569, 907, 907,0.15337, 0.259999
494, 343, 836, 836,0.196043, 0.136013
560, 589, 1148, 1148,0.400311, 0.420864
450, 412, 861, 861,0.184468, 0.169408
379, 663, 1041, 1041,0.225071, 0.391257
647, 644, 1290, 1290,0.576994, 0.573711
599, 423, 1021, 1021,0.341482, 0.242907
374, 336, 709, 709,0.109135, 0.0982673
451, 519, 969, 969,0.233772, 0.278274
348, 606, 953, 953,0.201255, 0.310636
647, 441, 1087, 1087,0.424988, 0.289586
351, 446, 796, 796,0.12707, 0.159634
595, 513, 1107, 1107,0.397054, 0.343092
468, 388, 855, 855,0.191958, 0.159684
426, 595, 1020, 1020,0.243361, 0.339471
573, 405, 977, 977,0.328055, 0.213994
370, 470, 839, 839,0.146672, 0.186051
662, 380, 1041, 1041,0.390769, 0.226524
475, 576, 1050, 1050,0.295221, 0.36491
443, 432, 874, 874,0.188243, 0.183827
583, 398, 980, 980,0.309985, 0.211262
490, 473, 962, 962,0.25066, 0.242751
421, 475, 895, 895,0.185535, 0.20825
371, 417, 787, 787,0.130171, 0.144835
472, 413, 884, 884,0.206646, 0.179976
472, 459, 930, 930,0.221973, 0.21765
371, 624, 994, 994,0.202071, 0.337647
368, 348, 715, 715,0.107582, 0.101504
467, 493, 959, 959,0.233974, 0.247655
438, 450, 887, 887,0.192067, 0.198035
482, 378, 859, 859,0.19808, 0.154605
419, 455, 873, 873,0.178704, 0.192807
590, 386, 975, 975,0.308007, 0.202499
587, 633, 1219, 1219,0.47042, 0.506882
408, 396, 803, 803,0.14811, 0.143927
653, 569, 1221, 1221,0.527322, 0.462407
529, 632, 1160, 1160,0.387064, 0.458852
521, 473, 993, 993,0.280711, 0.253666
411, 495, 905, 905,0.189674, 0.226026
481, 523, 1003, 1003,0.266673, 0.288085
437, 441, 877, 877,0.185193, 0.187524
569, 551, 1119, 1119,0.384582, 0.373416
506, 507, 1012, 1012,0.286217, 0.286946
557, 579, 1135, 1135,0.389263, 0.403124
464, 494, 957, 957,0.233559, 0.247479
383, 416, 798, 798,0.136747, 0.148609
437, 398, 834, 834,0.167725, 0.153771
384, 649, 1032, 1032,0.225943, 0.379556
459, 388, 846, 846,0.182023, 0.15523
371, 529, 899, 899,0.169175, 0.236911
664, 422, 1085, 1085,0.42277, 0.272745
420, 404, 823, 823,0.159124, 0.155036
540, 387, 926, 926,0.253143, 0.181574
577, 550, 1126, 1126,0.397792, 0.380432
471, 347, 817, 817,0.174659, 0.127946
530, 348, 877, 877,0.226283, 0.149598
541, 467, 1007, 1007,0.298921, 0.259095
414, 460, 873, 873,0.177559, 0.196447
387, 580, 966, 966,0.200037, 0.299473
531, 584, 1114, 1114,0.35769, 0.395576
433, 652, 1084, 1084,0.276324, 0.414743
367, 573, 939, 939,0.1795, 0.27902
386, 429, 814, 814,0.140985, 0.1575
406, 388, 793, 793,0.143909, 0.137591
475, 370, 844, 844,0.188427, 0.147119
535, 416, 950, 950,0.265412, 0.207353
411, 427, 837, 837,0.162179, 0.167474
587, 396, 982, 982,0.309887, 0.211131
438, 388, 825, 825,0.166644, 0.148864
582, 433, 1014, 1014,0.324622, 0.243582
452, 640, 1091, 1091,0.296545, 0.415225
429, 547, 975, 975,0.223041, 0.285286
570, 639, 1208, 1208,0.449572, 0.502747
451, 567, 1017, 1017,0.257975, 0.32177
627, 465, 1091, 1091,0.408328, 0.302638
398, 599, 996, 996,0.22217, 0.3294
369, 482, 850, 850,0.147856, 0.193954
478, 516, 993, 993,0.256208, 0.275766
599, 509, 1107, 1107,0.398879, 0.340391
662, 569, 1230, 1230,0.536135, 0.461334
505, 334, 838, 838,0.197703, 0.133259
533, 567, 1099, 1099,0.353004, 0.373049
472, 339, 810, 810,0.172659, 0.126093
371, 432, 802, 802,0.134834, 0.154122
406, 438, 843, 843,0.162238, 0.173387
407, 463, 869, 869,0.172321, 0.196787
383, 448, 830, 830,0.146792, 0.171735
371, 348, 718, 718,0.108692, 0.10272
473, 446, 918, 918,0.219837, 0.207782
537, 472, 1008, 1008,0.299331, 0.263504
565, 428, 992, 992,0.302539, 0.228445
574, 388, 961, 961,0.286454, 0.196371
567, 451, 1017, 1017,0.321514, 0.255917
500, 459, 958, 958,0.249256, 0.230147
617, 433, 1049, 1049,0.366576, 0.261466
618, 397, 1014, 1014,0.352321, 0.224488
624, 338, 961, 961,0.310332, 0.169846
647, 511, 1157, 1157,0.471785, 0.372388
394, 473, 866, 866,0.166087, 0.195506
469, 633, 1101, 1101,0.310048, 0.416104
458, 462, 919, 919,0.212645, 0.213437
629, 450, 1078, 1078,0.399512, 0.286671
599, 338, 936, 936,0.291274, 0.164829
574, 425, 998, 998,0.315334, 0.23293
383, 476, 858, 858,0.157634, 0.194284
663, 422, 1084, 1084,0.423698, 0.273377
463, 654, 1116, 1116,0.328541, 0.442354
459, 472, 930, 930,0.217479, 0.221792
530, 363, 892, 892,0.234762, 0.160583
641, 662, 1302, 1302,0.581669, 0.60156
417, 442, 858, 858,0.169432, 0.181066
429, 565, 993, 993,0.230408, 0.302914
381, 626, 1006, 1006,0.213303, 0.347408
387, 343, 729, 729,0.116933, 0.104548
388, 568, 955, 955,0.194299, 0.283829
410, 419, 828, 828,0.155533, 0.159211
378, 467, 844, 844,0.149609, 0.184345
484, 626, 1109, 1109,0.327436, 0.421059
616, 421, 1036, 1036,0.357881, 0.247026
628, 348, 975, 975,0.327398, 0.18383
363, 613, 975, 975,0.191116, 0.317414
364, 663, 1026, 1026,0.212867, 0.381788
603, 397, 999, 999,0.331254, 0.218112
475, 592, 1066, 1066,0.296139, 0.366951
577, 387, 963, 963,0.296586, 0.197924
606, 399, 1004, 1004,0.334964, 0.223308
495, 509, 1003, 1003,0.274561, 0.281443
592, 483, 1074, 1074,0.372346, 0.30602
466, 482, 947, 947,0.230565, 0.237104
631, 642, 1272, 1272,0.549277, 0.559794
370, 396, 765, 765,0.121621, 0.129786
539, 337, 875, 875,0.229813, 0.146302
394, 622, 1015, 1015,0.224994, 0.353041
459, 438, 896, 896,0.201026, 0.192976
550, 380, 929, 929,0.257375, 0.178336
411, 384, 794, 794,0.144352, 0.136707
542, 578, 1119, 1119,0.367972, 0.390968
467, 350, 816, 816,0.171414, 0.128636
419, 380, 798, 798,0.149195, 0.134924
374, 595, 968, 968,0.195707, 0.323015
488, 578, 1065, 1065,0.308122, 0.366632
390, 343, 732, 732,0.141037, 0.163088
519, 653, 1171, 1171,0.393745, 0.495099
649, 436, 1084, 1084,0.41973, 0.280434
595, 358, 952, 952,0.30276, 0.182071
472, 459, 930, 930,0.229737, 0.222386
478, 603, 1080, 1080,0.310769, 0.387859
454, 633, 1086, 1086,0.295182, 0.40731
649, 388, 1036, 1036,0.385329, 0.233071
456, 561, 1016, 1016,0.262409, 0.321231
380, 558, 937, 937,0.249946, 0.288276
542, 628, 1169, 1169,0.454236, 0.514547
497, 665, 1161, 1161,0.369999, 0.497617
448, 444, 891, 891,0.197659, 0.197172
484, 577, 1060, 1060,0.30225, 0.361087
662, 646, 1307, 1307,0.610567, 0.597417
488, 493, 980, 980,0.262408, 0.266162
442, 393, 834, 834,0.171949, 0.153591
556, 488, 1043, 1043,0.337848, 0.296355
621, 628, 1248, 1248,0.524135, 0.525035
465, 422, 886, 886,0.207328, 0.188368
371, 405, 775, 775,0.129225, 0.139063
342, 583, 924, 924,0.161976, 0.275612
443, 597, 1039, 1039,0.263075, 0.354477
626, 372, 997, 997,0.346772, 0.208377
358, 576, 933, 933,0.177498, 0.280246
371, 420, 790, 790,0.131778, 0.149372
358, 653, 1010, 1010,0.20288, 0.370265
408, 633, 1040, 1040,0.241947, 0.37631
640, 616, 1255, 1255,0.548947, 0.533032
598, 432, 1029, 1029,0.354381, 0.258951
572, 361, 932, 932,0.283671, 0.179809
599, 352, 950, 950,0.30236, 0.177904
406, 434, 839, 839,0.166234, 0.178939
383, 372, 754, 754,0.124605, 0.122305
557, 666, 1222, 1222,0.464905, 0.559414
370, 581, 950, 950,0.187581, 0.309212
613, 523, 1135, 1135,0.517856, 0.459085
563, 433, 995, 995,0.323846, 0.240694
550, 427, 976, 976,0.28872, 0.226063
342, 385, 726, 726,0.10613, 0.118342
469, 351, 819, 819,0.179681, 0.134805
389, 650, 1038, 1038,0.233017, 0.389534
371, 419, 789, 789,0.135416, 0.150043
658, 649, 1306, 1306,0.610204, 0.601321
384, 395, 778, 778,0.134062, 0.137916
